,SMILES,Material Code,Name,CAS
269,C(C=O)C(C(C(COP(=O)(O)O)O)O)O.[Na],MD06697,2-Deoxy-D-glucose-6-phosphate sodium salt,33068-19-8
270,CC(=O)OCC([C@@H]1[C@@H]([C@@H]2[C@H](O1)OC(O2)(C)C)OC(=O)C)SC(=O)C,MD06768,"3,6-Di-O-acetyl-5-S-acetyl-5-deoxy-1,2-O-isopropylidene-a-D-glucofuranose",10227-17-5
271,CC1(OC[C@@H](O1)[C@@H]2[C@@H]([C@@H]3[C@H](O2)OC(O3)(C)C)O)C,MD06795,Diacetone-D-glucose,582-52-5
272,C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O,MD08124,Daidzin,552-66-9
273,CS(=O)(=O)O[C@@H]1C([C@@H]([C@H](O1)COC(=O)C2=CC=CC=C2)OC(=O)C3=CC=CC=C3)(F)F,MD08302,"3,5-Di-O-benzoyl-2-deoxy-2,2-difluoro-1-O-methanesulfonyl-a-D-ribofuranoside - 98% alpha purity",134877-42-2
274,C1=CC=C(C=C1)C(=O)OC[C@@H]2[C@H]([C@@H]([C@H](O2)Br)F)OC(=O)C3=CC=CC=C3,MD08514,"3,5-Di-O-benzoyl-2-deoxy-2-fluoro-a-D-arabinofuranosyl bromide",97614-44-3
275,CCN=C1N[C@@H]2[C@H]([C@@H]([C@H](O[C@@H]2S1)CO)O)O,MD08856,Thiamet G,1009816-48-1
276,CC1(OC[C@H](O1)[C@@H]2[C@H](OC(O2)(C)C)CO)C,MD10308,"2,3:4,5-Di-O-isopropylidene-D-arabitol",19139-74-3
277,CC1(OC[C@@H](O1)[C@@H]2[C@H](OC(O2)(C)C)[C@H](CO)O)C,MD10327,"3,4:5,6-Di-O-isopropylidene-D-glucitol",58846-25-6
278,C(CO)NC[C@@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O,MD13473,1-Deoxy-1-(hydroxyethylamino)-D-glucitol,54662-27-0
279,C([C@@H]([C@@H](CO)O)O)C(=O)CO,MD14116,3-Deoxy-D-fructose,6196-57-2
280,C([C@@H]([C@@H]1C(=O)C(=O)C(=O)O1)O)O,MD16669,L-Dehydroascorbic acid,490-83-5
281,C1=C(N=CC(=N1)[C@H]([C@@H]([C@@H](CO)O)O)O)C[C@@H]([C@@H](CO)O)O,MD16678,"2,5-Deoxyfructosazine",17460-13-8
282,C1=CC(=O)C(O[C@H]1CO)O,MD44643,"3,4-Dideoxyglucosone-3-ene",252006-38-5
283,C1=C(C=C(C(=C1O)O)O)C2=[O+]C3=CC(=CC(=C3C=C2O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O.[Cl-],MD44895,Delphinidin 3-glucoside chloride,6906-38-3
284,CC1(O[C@@H]2[C@@H](O[C@@H]3[C@H]([C@@H]2O1)OC(O3)(C)C)CO)C,MD46310,"1,2:3,4-Di-O-isopropylidene-a-L-galactopyranose",70932-37-5
285,C([C@@H]([C@H](C(=O)C(=O)C(=O)O)O)O)O,MD46764,"2,3-Diketo-L-gulonic acid",3445-22-5
286,C1=C(C2=NON=C2C(=C1)[N+](=O)[O-])N[C@@H](C=O)[C@H]([C@@H]([C@@H](CO)O)O)O,MD58730,2-NBDG,186689-07-6
287,COC1=C(C(=O)NC=C1)C(=O)O,MDA85370,"4-Methoxy-2-oxo-1,2-dihydropyridine-3-carboxylic acid",87853-70-1
288,C([C@@H]([C@@H](C=O)O)O)O,ME00260,L-Erythrose,533-49-3
289,C1[C@H]([C@H](C(=O)O1)O)O,ME00265,"D-Erythrono-1,4-lactone",15667-21-7
290,CCSC1C(C(C(C(O1)COC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C,ME01917,"Ethyl 2,3,4,6-tetra-O-acetyl-b-D-thioglucopyranoside",52645-73-5
291,C([C@@H](C(=O)CO)O)O,ME03102,L-Erythrulose,533-50-6
292,CCS[C@@H]1[C@@H]([C@H]([C@@H]([C@H](O1)COC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C,ME04728,"Ethyl 2,3,4,6-tetra-O-acetyl-a-D-thioglucopyranoside",41670-79-5
293,CCS[C@@H]1[C@H]([C@H]([C@@H]([C@H](O1)COC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C,ME04729,"Ethyl 2,3,4,6-tetra-O-acetyl-D-thiomannopyranoside - min 80% a-anomer",79389-52-9
294,CCS[C@@H]1[C@H]([C@@H]([C@@H]([C@@H](O1)C)OCC2=CC=CC=C2)OCC3=CC=CC=C3)OCC4=CC=CC=C4,ME05205,"Ethyl 2,3,4-tri-O-benzyl-b-L-thiofucopyranoside",99409-34-4
295,CCO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)C(=O)O)O)O)O,ME07200,Ethyl β-D-glucuronide,17685-04-0
296,C1=CC(=O)OC2=CC(=C(C=C21)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O,ME08138,Esculin hydrate,531-75-9
297,CCO[C@@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O,ME08383,Ethyl a-D-glucopyranoside,19467-01-7
298,C1=CC(=O)OC2=CC(=C(C=C21)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O.O,ME10539,Esculin sesquihydrate,66778-17-4
299,CCS[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)COC(=O)C)OC(=O)C)OC(=O)C)NC(=O)C,ME30246,"Ethyl 2-acetamido-3,4,6-tri-O-acetyl-2-deoxy-b-D-thioglucopyranoside",4239-72-9
300,C[C@H]([C@@H]([C@@H]([C@H](C=O)O)O)O)O,MF00381,D-Fucose,3615-37-0
301,C([C@H]([C@H]([C@@H](C(=O)CO)O)O)O)OP(=O)([O-])[O-].[Na+].[Na+],MF03264,D-Fructose 6-phosphate disodium salt,26177-86-6
302,C([C@H]([C@H]([C@@H](C(=O)COP(=O)([O-])[O-])O)O)O)O.[Na+].[Na+],MF03840,D-Fructose 1-phosphate disodium salt,71662-09-4
303,C([C@@H]([C@@H]([C@H](C(=O)CO)O)O)O)O,MF05872,L-Fructose,7776-48-9
304,C[C@@H]([C@H]([C@H]([C@@H](C=O)O)O)O)O,MF06710,L-Fucose,2438-80-4
305,C1=CC(=CC=C1C=O)O[C@H]2[C@@H]([C@@H]([C@@H]([C@H](O2)CO)O)O)O,MF07020,4-Formylphenyl b-D-allopyranoside,80154-34-3
306,C([C@@H]1[C@H]([C@@H](C(O1)(COP(=O)(O)O)O)O)O)OP(=O)(O)O,MF10066,"D-Fructose-1,6-diphosphate",488-69-7
307,C([C@H]([C@H]([C@@H](C(=O)COP(=O)(O)[O-])O)O)O)OP(=O)([O-])[O-].O.O.O.O.O.O.O.O.[Na+].[Na+].[Na+],MF15346,"D-Fructose-1,6-diphosphate trisodium salt octahydrate",81028-91-3
308,C([C@@H]([C@H]([C@@H]([C@@H](C=O)O)O)O)O)O,MG00251,L-Gulose,6027-89-0
309,C([C@H]1[C@H]([C@H]([C@@H]([C@@H](O1)OP(=O)([O-])[O-])O)O)O)O.[K+].[K+],MG00795,a-L-Galactose-1-phosphate dipotassium salt,262856-84-8
310,C1=CO[C@@H]([C@@H]([C@@H]1O)O)CO,MG00832,D-Galactal,21193-75-9
311,C([C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)[N+](=O)[O-],MG01738,b-D-Glucopyranosyl nitromethane,81846-60-8
312,C[C@H]1[C@H]([C@H]([C@@H]([C@H](O1)OP(=O)([O-])OP(=O)([O-])OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C3N=C(NC4=O)N)O)O)O)O)O.[Na+].[Na+],MG01912,GDP-L-fucose disodium salt,148296-47-3
313,C([C@@H]1[C@H]([C@@H]([C@H](C(=O)O1)O)O)O)O,MG03824,"D-Glucono-1,5-lactone",90-80-2
314,C(=O)[C@@H]([C@H]([C@@H]([C@@H](C(=O)O)O)O)O)O,MG04046,D-Glucuronic acid,6556-12-3
315,C([C@@H]([C@@H]1[C@H]([C@@H](C(=O)O1)O)O)O)O,MG04084,"L-Galactono-1,4-lactone",1668-08-2
316,C([C@H]([C@H]([C@@H]([C@H](C=O)NS(=O)(=O)[O-])O)O)O)O.[Na+],MG04231,D-Glucosamine-2-N-sulfate sodium salt,38899-05-7
317,C1=CO[C@@H]([C@H]([C@@H]1O)O)CO,MG04732,D-Glucal,13265-84-4
318,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)OP(=O)([O-])[O-])O)O)O)O.O.O.O.O.[Na+].[Na+],MG05016,a-D-Glucose-1-phosphate disodium salt tetrahydrate,150399-99-8
319,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)OP(=O)([O-])[O-])O)O)O)OP(=O)([O-])[O-].[K+].[K+].[K+].[K+],MG05027,"a-D-Glucose-1,6-diphosphate potassium salt hydrate",91183-87-8
320,C([C@@H]1[C@@H]([C@@H]([C@H](C(O1)O)N)O)O)O.Cl,MG05030,D-Galactosamine hydrochloride,1772-03-8
321,C([C@H]([C@H]([C@@H]([C@H](C=O)O)O)O)O)OP(=O)(O)[O-].[Na+],MG05095,"D-Glucose 6-phosphate, monosodium salt",54010-71-8
322,C([C@@H]1[C@@H]([C@@H]([C@H](C(O1)O)O)O)O)O,MG05201,D-Galactose,59-23-4
323,C([C@H]([C@H]1[C@H]([C@H](C(=O)O1)O)O)O)O,MG05225,"D-Gulonic acid-1,4-lactone",6322-07-2
324,C([C@@H]([C@@H]([C@H]([C@@H](C=O)O)O)O)O)O,MG05247,L-Glucose,921-60-8
325,C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)N)O)O)O.Cl,MG05262,D-Glucosamine hydrochloride - non-animal origin,66-84-2
326,C([C@H]([C@H]([C@@H]([C@H](C=O)N)O)O)O)O.OS(=O)(=O)O,MG05263,D-Glucosamine sulfate,29031-19-4
327,C1[C@@H]([C@H]([C@@H](O[C@@]1(C(=O)O)O)[C@@H]([C@@H](CO)O)O)NC(=O)CO)O,MG05324,N-Glycolylneuraminic acid,1113-83-3
328,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)([O-])OP(=O)([O-])O[C@@H]4[C@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O)N=C(NC2=O)N.[Na+].[Na+],MG05610,GDP-D-mannose disodium salt,148296-46-2
329,C([C@@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)N,MG06629,D-Glucamine,488-43-7
330,C([C@@H]([C@@H]1[C@@H]([C@@H](C(=O)O1)O)O)O)O,MG06707,"L-Gulonic acid-1,4-lactone",1128-23-0
331,C([C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)OP(=O)([O-])[O-])O)O)O)O.[K+].[K+],MG06733,a-D-Galactose-1-phosphate dipotassium salt hydrate,19046-60-7
332,C([C@H]([C@H]([C@@H]([C@H](C=O)O)O)O)O)OP(=O)([O-])[O-].[Na+].[Na+],MG06735,D-Glucose-6-phosphate disodium salt dihydrate,3671-99-6
333,C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)N)O)O)O)O,MG06851,b-D-Glucopyranosyl amine,7284-37-9
334,[C@H]1([C@H](C(=O)O[C@@H]1[C@@H](C(=O)O)O)O)O.O,MG07426,"D-Glucaric acid-1,4-lactone",61278-30-6
335,C([C@H]([C@H]([C@@H]([C@H](C=O)O)O)O)O)OP(=O)([O-])[O-].[Na+].[Na+],MG07499,D-Glucose-6-phosphate disodium salt hydrate,3671-99-6
336,C([C@H]([C@H]([C@@H]([C@H](C(=O)[O-])O)O)O)O)O.C([C@H]([C@H]([C@@H]([C@H](C(=O)[O-])O)O)O)O)O.[Cu+2],MG07603,D-Gluconic acid copper (II) salt,527-09-3
337,C1=CC(=CC=C1C2=COC3=CC(=CC(=C3C2=O)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O,MG08126,Genistin,529-59-9
338,C([C@H]([C@H]([C@@H]([C@H](C=O)O)O)O)O)O,MG08747,D-Glucose - anhydrous,50-99-7
339,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)F)O)O)O)O,MG09102,a-D-Glucopyranosyl fluoride,2106-10-7
340,C1=CC(=CC=C1N=C=S)O[C@@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O)O,MG09162,a-D-Galactopyranosyl phenylisothiocyanate,120967-92-2
341,CC1=CC(=O)C2=C(C3=C(C=C2O1)O[C@@H](C3)C(C)(C)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)OC,MG10420,4'-O-b-D-Glucosyl-5-O-methylvisamminol,84272-85-5
342,C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)N)O)O)O.Cl,MG10695,D-Glucosamine HCl - sea shell origin,66-84-2
343,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)OC2=C([C@H](OC2=O)[C@H](CO)O)O)O)O)O)O,MG12858,2-O-a-D-Glucopyranosyl-L-ascorbic acid,129499-78-1
344,C1=C(C=C(C(=C1O)O)O)C(=O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O,MG13684,1-O-Galloyl-b-D-glucose,13405-60-2
345,CC(=CCC[C@@](C)([C@H]1CC[C@@]2([C@@H]1[C@@H](C[C@H]3[C@]2(CC[C@@H]4[C@@]3(CC[C@@H](C4(C)C)O)C)C)O)C)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)C,MG33283,Ginsenoside C-K,39262-14-1
346,CC(=CCC[C@@](C)([C@H]1CC[C@@]2([C@@H]1[C@@H](C[C@H]3[C@]2(C[C@@H]([C@@H]4[C@@]3(CC[C@@H](C4(C)C)O)C)O)C)O)C)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)C,MG33284,Ginsenoside F1,53963-43-2
347,[Li+].C([C@H]([C@H]([C@@H]([C@H](C(=O)[O-])O)O)O)O)O,MG44410,D-Gluconic acid lithium salt,60816-70-8
348,C[C@H]1[C@H]([C@H]([C@@H]([C@H](O1)OP(=O)([O-])OP(=O)([O-])OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C3N=C(NC4=O)N)O)O)O)O)O.[Na+].[Na+],MG61412,GDP-L-fucose disodium salt - low endotoxin grade,148296-47-3
349,C(=O)C(C(C(C(C(=O)[O-])O)O)O)O.[Na+],MG61576,L-Guluronic acid sodium salt,32510-76-2
350,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)OP(=O)([O-])[O-])O)O)O)O.[K+].[K+],MG64091,a-D-[UL-13C6]Glucose-1-phosphate dipotassium salt hydrate,6736-77-2
351,C([C@H]([C@@H]1[C@@H]([C@H](C(=O)O1)O)O)O)O,MG64855,"D-Glucono-1,4-lactone",1198-69-2
352,COC1=C(C=CC(=C1)C=O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O,MG66011,Glucovanillin - Synthetic,494-08-6
353,C1=CC(=C(C=C1C2=C(C(=O)C3=C(O2)C(=C(C=C3O)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O)O,MH11045,Gossypin,652-78-8
354,CC1(O[C@H]2[C@@H]([C@@H](O[C@H]2O1)CO)O)C,MI01012,"1,2-O-Isopropylidene-a-L-xylofuranose",114861-22-2
355,CC1(O[C@@H]2[C@H]([C@H](O[C@@H]2O1)[C@@H](CO)O)O)C,MI01061,"1,2-O-Isopropylidene-a-D-glucofuranose",18549-40-1
356,CC1=CC=C(C=C1)S(=O)(=O)O.CC1(O[C@@H]2[C@H](O[C@H]([C@@H]2O1)N)CO)C,MI04753,"2,3-O-Isopropylidene-b-D-ribofuranosylamine p-toluenesulphonate salt",29836-10-0
357,CC1(O[C@@H]2COC(=O)[C@@H]2O1)C,MI04755,"2,3-O-Isopropylidene-D-erythronolactone",25581-41-3
358,CC1(O[C@@H]2[C@@H](OC(=O)[C@@H]2O1)CO)C,MI04767,"2,3-O-Isopropylidene-L-lyxonic acid-1,4-lactone",152006-17-2
359,CC1(O[C@H]([C@H](O1)[C@@H](CO)O)C=O)C,MI05290,"2,3-O-Isopropylidene-D-ribofuranose",13199-25-2
360,CC1(O[C@@H]2[C@H]([C@H](O[C@@H]2O1)CO)O)C,MI05303,"1,2-O-Isopropylidene-a-D-xylofuranose",20031-21-4
361,C1=CC(=CC=C1N=C=S)O[C@@H]2[C@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O,MI06654,4-Isothiocyanatophenyl-a-D-mannopyranoside,96345-79-8
362,CC1(O[C@@H]2[C@H](OC(=O)[C@@H]2O1)CO)C,MI06657,"2,3-O-Isopropylidene-D-ribonic acid-1,4-lactone",30725-00-9
363,C1(C(C(C(C(C1O)O)O)O)O)O,MI07514,scyllo-Inositol,488-59-5
364,C(=O)[C@@H]([C@H]([C@@H]([C@H](C(=O)O)O)O)O)O,MI08102,L-Iduronic acid,2073-35-0
365,CC1(O[C@H]2[C@@H](OC(=O)[C@H]2O1)CO)C,MI08226,"2,3-O-Isopropylidene-L-ribonic acid-1,4-lactone",83085-15-8
366,CC1(OC[C@@H](O1)C=O)C,MI09388,"2,3-O-Isopropylidene-D-glyceraldehyde - 50% solution in DCM",15186-48-8
367,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)C(=O)O)O)O)O,MI10192,Ibuprofen acyl-b-D-glucuronide,115075-59-7
368,C1[C@@H]([C@H]([C@@H](CN1)O)O)CO.[C@H]([C@@H](C(=O)O)O)(C(=O)O)O,MI24675,Isofagomine D-tartrate,957230-65-8
369,CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)C(=O)O)O)O)O,MK07236,Ketoprofen acyl-β-D-glucuronide,76690-94-3
370,C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O,MK10036,Kaempferol 3-b-glucopyranoside,480-10-4
371,C([C@@H]1[C@H]([C@@H]([C@@H]([C@@H]2N1C(=O)C(=O)N2)O)O)O)O,MK10316,Kifunensine,109944-15-2
372,CC(C)(C#N)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O,ML04551,Linamarin,554-35-8
373,C([C@@H]1[C@@H]([C@@H](C(=O)O1)O)O)O,ML05267,"D-Lyxono-1,4-lactone",15384-34-6
374,C1[C@H]([C@@H]([C@@H](C(O1)O)O)O)O,ML05817,D-Lyxose,1114-34-7
375,C1[C@@H]2[C@H]([C@@H]([C@H]([C@H](O1)O2)O)O)O,ML06636,"1,6-Anhydro-beta-D-glucopyranose",498-07-7
376,CCCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NN(N=N4)[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)C(=O)O)O)O)O)CO)Cl,ML09886,Losartan N2-glucuronide,138584-35-7
377,CC1=CC(=C(C=C1)NC2=C(C=CC=C2Cl)F)CC(=O)O[C@@H]3[C@@H]([C@@H]([C@H](C(O3)C(=O)O)O)O)O,ML10284,Lumiracoxib acyl-b-D-glucuronide,697287-17-5
378,C([C@H]1[C@H]([C@H](C(=O)O1)O)O)O,ML11467,"L-Lyxono-1,4-lactone",104196-15-8
379,C/C=C/C#CC#CC(C(/C=C/CCCO)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)O,ML11577,Lobetyolin,136085-37-5
380,CC(=O)NC1=C(C(=C(C(=C1I)C(=O)N[C@@H]2[C@H]([C@@H]([C@H](OC2O)CO)O)O)I)N(C)C(=O)C)I,MM01350,Metrizamide,31112-62-6
381,CO[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O,MM01482,1-O-Methyl-beta-D-galactopyranoside,1824-94-8
382,CO[C@@H]1[C@H]([C@H]([C@@H]([C@H](O1)CO)O)N)O.Cl,MM02512,Methyl 3-amino-3-deoxy-a-D-mannopyranoside HCl,14133-35-8
383,C[C@]1([C@@H]([C@H](O[C@@H]1OC)COCC2=C(C=C(C=C2)Cl)Cl)OCC3=C(C=C(C=C3)Cl)Cl)O,MM02898,"Methyl 3,5-di-O-(2,4-dichlorobenzyl)-2-C-methyl-a-D-ribofuranoside",443642-31-7
384,CO[C@H]1[C@@H]([C@H]([C@@H](CO1)O)O)O,MM03086,1-O-Methyl-beta-D-xylopyranoside,612-05-5
385,CO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O,MM03162,Methyl b-D-glucopyranoside,709-50-2
386,CS[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O,MM03852,Methyl b-D-thiogalactopyranoside,155-30-6
387,CO[C@@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O,MM03961,Methyl a-D-glucopyranoside,97-30-3
388,CC(=O)O[C@H]1[C@@H]([C@H](O[C@H]([C@@H]1OC(=O)C)N=[N+]=[N-])C(=O)OC)OC(=O)C,MM04012,"Methyl 2,3,4-tri-O-acetyl-b-D-glucopyranuronosyl azide",67776-38-9
389,CO[C@H]1[C@@H]([C@@H]([C@H](O1)CO)O)O,MM04081,Methyl b-D-ribofuranoside,7473-45-2
390,C([C@H]([C@H]([C@@H]([C@@H](C=O)N)O)O)O)O.Cl,MM04214,D-Mannosamine HCl,5505-63-5
391,C([C@@H]1[C@H]([C@@H]([C@@H]([C@H](O1)N=[N+]=[N-])O)O)O)O,MM04372,a-D-Mannopyranosyl azide,51970-29-7
392,CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@@H]1OC)CO)O)O,MM04776,Methyl 2-acetamido-2-deoxy-a-D-glucopyranoside,6082-04-8
393,COC1C(C(C(C(O1)C(=O)OCC2=CC=CC=C2)OCC3=CC=CC=C3)OCC4=CC=CC=C4)OCC5=CC=CC=C5,MM04936,"Methyl 2,3,4-tri-O-benzyl-α-D-glucuronide benzyl ester",142797-33-9
394,C([C@@H]1[C@H]([C@@H]([C@@H]([C@H](O1)OP(=O)(O)[O-])O)O)O)O.[Na+],MM05051,α-D-Mannose-1-phosphate sodium,99749-54-9
395,CO[C@@H]1[C@@H]([C@H]([C@H]2[C@H](O1)COC(O2)C3=CC=CC=C3)O)O,MM05176,"Methyl 4,6-O-benzylidene-α-D-glucopyranoside",3162-96-7
396,C[C@]1([C@@H]([C@H](OC1=O)CO)O)O,MM05250,"2-C-Methyl-D-ribono-1,4-lactone",492-30-8
397,CO[C@@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O,MM05301,Methyl a-D-galactopyranoside,3396-99-4
398,CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1OC)CO)O)O,MM05306,Methyl 2-acetamido-2-deoxy-b-D-glucopyranoside,3946-01-8
399,CO[C@H]1[C@@H]([C@H](OC([C@@H]1O)O)CO)O,MM05766,3-O-Methyl-D-glucopyranoside,3370-81-8
400,COC1[C@@H]([C@H]([C@@H]([C@H](O1)COCC2=CC=CC=C2)OCC3=CC=CC=C3)OCC4=CC=CC=C4)OCC5=CC=CC=C5,MM06071,"Methyl 2,3,4,6-tetra-O-benzyl-D-glucopyranoside",84799-77-9
401,CC(=O)N[C@@H]1[C@@H](C[C@@](OC1[C@@H]([C@@H](CO)O)O)(C(=O)O)OC)O,MM06671,N-Acetyl-2-O-methyl-a-D-neuraminic acid,50930-22-8
402,CO[C@H]1[C@@H]([C@@H]([C@@H](CO1)O)O)O,MM06684,Methyl b-D-ribopyranoside,17289-61-1
403,CO[C@@H]1[C@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O,MM06730,1-O-Methyl-alpha-D-mannopyranoside,617-04-9
404,CC(=O)N[C@@H]1[C@H]([C@H]([C@H](O[C@@H]1OC)CO)O)O,MM06786,Methyl 2-acetamido-2-deoxy-a-D-galactopyranoside,6082-22-0
405,CO[C@@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)OCC2=CC=CC=C2)OCC3=CC=CC=C3)OCC4=CC=CC=C4,MM06962,"Methyl 2,3,4-tri-O-benzyl-a-D-glucopyranoside",53008-65-4
406,CNC[C@@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O,MM07027,N-Methyl-D-glucamine,6284-40-8
407,CNC[C@@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O.Cl,MM07028,N-Methyl-D-glucamine HCl,35564-86-4
408,COC1=CC=C(C=C1)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)COCC3=CC=CC=C3)OCC4=CC=CC=C4)O)OCC5=CC=CC=C5,MM07046,"4-Methoxyphenyl 2,4,6-tri-O-benzyl-b-D-galactopyranoside",247027-79-8
409,CC1=N[C@@H]2[C@H]([C@@H]([C@H](O[C@@H]2O1)COC(=O)C)OC(=O)C)OC(=O)C,MM07263,"2-Methyl-(3,4,6-tri-O-acetyl-1,2-dideoxy-a-D-glucopyrano)-[2,1-d]-2-oxazoline",35954-65-5
410,CC1(OC[C@@H](O1)[C@@H]2[C@H](OC(O2)(C)C)[C@H](C(=O)OC)O)C,MM08183,"Methyl 3,4:5,6-di-O-isopropylidene-D-gluconate",114743-85-0
411,CO[C@@H]1[C@@H]([C@@H]([C@H](O1)COCC2=C(C=C(C=C2)Cl)Cl)OCC3=C(C=C(C=C3)Cl)Cl)O,MM08401,"Methyl 3,5-di-O-(2,4-dichlorobenzyl)-a-D-ribofuranoside",168427-35-8
412,COC1=CC=C(C=C1)O[C@H]2[C@H]([C@H]([C@H]([C@@H](O2)CO)O)OCC3=CC=CC=C3)O,MM60607,4-Methoxyphenyl 3-O-benzyl-β-D-galactopyranoside,383905-60-0
413,C(=O)[C@H]([C@H]([C@@H]([C@@H](C(=O)[O-])O)O)O)O.[Na+],MM61575,D-Mannuronic acid sodium salt,921-56-2
414,C[C@H](C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)C(=O)O)O)O)O,MN07306,(R)-Naproxen acyl-β-D-glucuronide,112828-15-6
415,CCCCCCCCNC[C@@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O,MO06713,1-Octylamino-1-deoxy-D-glucitol,23323-37-7
416,CC(=O)OC[C@@H]1[C@H]([C@@H]([C@@H]([C@H](O1)OC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C,MP00483,"1,2,3,4,6-Penta-O-acetyl-a-D-mannopyranose",4163-65-9
417,C(C(C(C(C=O)O)O)O)O,MP03545,Poly-D-galacturonic acid methyl ester,9000-69-5
418,C([C@H]([C@H]([C@H](C(=O)CO)O)O)O)O,MP03557,D-Psicose,551-68-8
419,COC1[C@@H]([C@H](C([C@@H]([C@@H]1O)O)O)O)O,MP04042,D-Pinitol,10284-63-6
420,CC(=O)OC[C@H]1[C@H]([C@@H]([C@H]([C@@H](O1)OC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C,MP04747,Penta-O-acetyl-a-L-idopyranose,16299-15-3
421,CC(=O)OC[C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)OC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C,MP04965,"1,2,3,4,6-Penta-O-acetyl-a-D-galactopyranose",4163-59-1
422,C1=CC=C(C=C1)S[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O)O,MP05112,Phenyl β-D-thiogalactopyranoside,16758-34-2
