,SMILES,Material Code,Name,CAS
1255,CC1(O[C@H]2[C@@H](O1)[C@@H](O[C@@H]2C(=O)O)OC)C,MI64896,"2,3-O-Isopropylidene-1-O-methyl-D-ribosic acid",54622-95-6
1256,C1=CC(=CC=C1C2=CC(=O)C3=C(O2)C=C(C(=C3O)[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O,MI65769,Isovitexin,38953-85-4
1257,CC1(O[C@@H]2[C@H]([C@H](O[C@@H]2O1)[C@@H](CO)O)O)C,MI71020,"1,2-O-Isopropylidene-D-glucofuranose",18549-40-1
1258,CC1(OC[C@@]2(O1)CO[C@H]3[C@@H]2OC(O3)(C)C)C,MI71501,"2,3-O-Isopropylidene-D-apiose",94943-41-6
1259,COC1=C(C=CC(=C1)C2=COC3=CC(=C(C(=C3C2=O)O)OC)OC4C(C(C(C(O4)CO)O)O)O)O,MI74570,Iristectorin B,94396-09-5
1260,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC2=CC(=C3C(=C2)OC(=C(C3=O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)C5=CC(=C(C=C5)O)OC)O)O)O)O,MI74571,Isorhamnetin 3-glucoside-7-rhamnoside,17331-71-4
1261,C(C(=O)[C@H]([C@@H]([C@H](C(=O)[O-])O)O)O)O,MK00321,5-Keto-D-gluconic acid potassium salt,5447-60-9
1262,C([C@H]([C@H]([C@@H](C(=O)C(=O)O)O)O)O)O,MK01576,2-Keto-D-gluconic acid,669-90-9
1263,C([C@H]([C@@H]([C@@H](C(=O)C(=O)O)O)O)O)O,MK05356,2-Keto-L-gulonic acid hydrate,342385-52-8
1264,C([C@H]([C@H]([C@@H](C(=O)C=O)O)O)O)O,MK06728,2-Keto-D-glucose,1854-25-7
1265,CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)C(=O)O)O)O)O,MK07236,Ketoprofen acyl-β-D-glucuronide,76690-94-3
1266,C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)C(=O)O)O)O)O)O,MK08974,Kaempferol 3-O-b-D-glucuronide,22688-78-4
1267,C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O,MK10036,Kaempferol 3-b-glucopyranoside,480-10-4
1268,C([C@@H]1[C@H]([C@@H]([C@@H]([C@@H]2N1C(=O)C(=O)N2)O)O)O)O,MK10316,Kifunensine,109944-15-2
1269,C(C(=O)[C@H]([C@@H]([C@H](C(=O)O)O)O)O)O,MK14117,5-Keto-D-gluconic acid,5287-64-9
1270,C([C@@H]([C@@H](COP(=O)(O)O)O)O)C(=O)C(=O)O,MK165860,3-Deoxy-2-keto-6-phospho-D-gluconate lithium salt,27244-54-8
1271,CC1(OC[C@@H]2[C@@H](O1)[C@H]3[C@@H]([C@@H]4N2C(=O)C(=O)N4)OC(O3)(C)C)C,MK24809,Kifunensine diacetonide,134234-43-8
1272,C(C(=O)C(C(C(C(=O)O)O)O)O)O,MK29837,5-Keto-D-gluconic acid hemicalcium salt,3470-36-8
1273,C([C@@H]([C@H]([C@H](C=O)O)O)O)O,ML00205,L-Lyxose,1949-78-6
1274,CC(C)(C#N)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O,ML04551,Linamarin,554-35-8
1275,C(CO)[C@H]([C@@H]([C@@H](C=O)N)O)O,ML04961,D-Lyxosylamine,39840-37-4
1276,C([C@@H]1[C@@H]([C@@H](C(=O)O1)O)O)O,ML05267,"D-Lyxono-1,4-lactone",15384-34-6
1277,C1[C@H]([C@@H]([C@@H](C(O1)O)O)O)O,ML05817,D-Lyxose,1114-34-7
1278,C1[C@@H]2[C@H]([C@@H]([C@H]([C@H](O1)O2)O)O)O,ML06636,"1,6-Anhydro-beta-D-glucopyranose",498-07-7
1279,C([C@H]([C@@H]([C@@H](C(=O)[O-])O)O)O)O,ML07238,D-Lyxonic acid potassium salt,78138-87-1
1280,C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O)O,ML08112,Luteolin-7-O-D-glucopyranoside,11/5/5373
1281,C1[C@H](OC2=C(C1=O)C=CC(=C2)O)C3=CC=C(C=C3)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O,ML08128,Liquiritin,551-15-5
1282,CCCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NN(N=N4)[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)C(=O)O)O)O)O)CO)Cl,ML09886,Losartan N2-glucuronide,138584-35-7
1283,CC1=CC(=C(C=C1)NC2=C(C=CC=C2Cl)F)CC(=O)O[C@@H]3[C@@H]([C@@H]([C@H](C(O3)C(=O)O)O)O)O,ML10284,Lumiracoxib acyl-b-D-glucuronide,697287-17-5
1284,C([C@H]1[C@H]([C@H](C(=O)O1)O)O)O,ML11467,"L-Lyxono-1,4-lactone",104196-15-8
1285,C/C=C/C#CC#CC(C(/C=C/CCCO)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)O,ML11577,Lobetyolin,136085-37-5
1286,C[C@H]1[C@H](C[C@H]2[C@@H]1[C@@H](OC=C2C(=O)OC)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O,ML11578,Loganin,18524-94-2
1287,C1=CC(=C(C=C1C2=CC(=O)C3=C(O2)C=C(C(=C3O)[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O)O,ML65431,Luteolin-6-C-glucoside,4261-42-1
1288,C([C@@H]([C@H]([C@H](C(=O)[O-])O)O)O)O,ML71882,L-Lyxonic acid potassium salt,159837-99-7
1289,C([C@@H]([C@@H]([C@H]([C@H](C=O)O)O)O)O)O,MM00200,L-Mannose,10030-80-5
1290,[C@@H]1([C@H]2[C@@H](C(O[C@@H]1C(=O)O2)O)O)O,MM00711,"D-Mannurono-6,3-lactone",9/1/7424
1291,CC1=CC=CC=C1O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)NC(=O)C,MM00867,2-Methylphenyl 2-acetamido-2-deoxy-b-D-glucopyranoside,263746-45-8
1292,CC(=O)NC1=C(C(=C(C(=C1I)C(=O)N[C@@H]2[C@H]([C@@H]([C@H](OC2O)CO)O)O)I)N(C)C(=O)C)I,MM01350,Metrizamide,31112-62-6
1293,CO[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O,MM01482,1-O-Methyl-beta-D-galactopyranoside,1824-94-8
1294,COC(=O)C1=CC=CC=C1O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O,MM01782,2-Methoxycarbonylphenyl b-D-glucopyranoside,10019-60-0
1295,CC(C(=O)O)O[C@@H]1[C@H]([C@H](O[C@@H]([C@H]1O)CO)O)N,MM01899,Muramic acid hydrate,1114-41-6
1296,C([C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)O,MM02190,D-Mannitol,69-65-8
1297,C[C@H]1[C@H]([C@H]([C@@H](C(O1)OC)O)O)O,MM02378,Methyl L-fucopyranoside,65310-00-1
1298,C[C@H]1[C@H]([C@H]([C@@H]([C@@H](O1)OC)O)O)O,MM02387,Methyl a-L-fucopyranoside,14687-15-1
1299,COC1[C@@H]([C@H]([C@H]([C@H](O1)COCC2=CC=CC=C2)OCC3=CC=CC=C3)OCC4=CC=CC=C4)OCC5=CC=CC=C5,MM02503,"Methyl 2,3,4,6-tetra-O-benzyl-D-galactopyranoside",195827-82-8
1300,CO[C@@H]1[C@H]([C@H]([C@@H]([C@H](O1)CO)O)N)O,MM02512,Methyl 3-amino-3-deoxy-a-D-mannopyranoside HCl,14133-35-8
1301,C([C@H]([C@@H]1[C@@H]([C@@H](C(=O)O1)O)O)O)O,MM02634,"D-Mannonic acid-1,4-lactone",26301-79-1
1302,COC1C[C@H]([C@@H](O1)CO)O,MM02891,Methyl 2-deoxy-L-ribofuranoside,446251-73-6
1303,C[C@]1([C@@H]([C@H](O[C@@H]1OC)COCC2=C(C=C(C=C2)Cl)Cl)OCC3=C(C=C(C=C3)Cl)Cl)O,MM02898,"Methyl 3,5-di-O-(2,4-dichlorobenzyl)-2-C-methyl-a-D-ribofuranoside",443642-31-7
1304,CO[C@H]1[C@@H]([C@H]([C@@H](CO1)O)O)O,MM03086,1-O-Methyl-beta-D-xylopyranoside,612-05-5
1305,CO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)N,MM03160,Methyl 2-amino-2-deoxy-b-D-glucopyranoside HCl,3867-93-4
1306,CO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O,MM03162,1-O-Methyl-beta-D-glucopyranoside,709-50-2
1307,CO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O,MM03162,Methyl b-D-glucopyranoside,709-50-2
1308,CO[C@@H]1[C@@H](C[C@H]2[C@H](O1)COC(O2)C3=CC=CC=C3)O,MM03760,"Methyl 4,6-O-benzylidene-3-deoxy-a-D-glucopyranoside",65530-28-1
1309,CC1(O[C@@H]2[C@H](O[C@H]([C@@H]2O1)OC)CO)C,MM03771,"Methyl 2,3-O-isopropylidene-b-D-ribofuranoside",4099-85-8
1310,COC1C(C(C(C(O1)CO)O)OCC2=CC=CC=C2)OCC3=CC=CC=C3,MM03796,"Methyl 2,3-di-O-benzyl-a-D-glucopyranoside",17791-36-5
1311,CS[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O,MM03850,Methyl b-D-thioglucopyranoside,30760-09-9
1312,CS[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O,MM03852,Methyl-beta-D-thiogalactopyranoside,155-30-6
1313,CS[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O,MM03852,Methyl b-D-thiogalactopyranoside,155-30-6
1314,CO[C@@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O,MM03961,1-O-Methyl-alpha-D-glucopyranoside,97-30-3
1315,CO[C@@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O,MM03961,Methyl a-D-glucopyranoside,97-30-3
1316,CC1(O[C@@H]2[C@H](OC([C@@H]2O1)OC)CO)C,MM03973,"Methyl 2,3-O-isopropylidene-D-ribofuranoside",72402-14-3
1317,CC(=O)O[C@H]1[C@@H]([C@H](O[C@H]([C@@H]1OC(=O)C)N=[N+]=[N-])C(=O)OC)OC(=O)C,MM04012,"Methyl 2,3,4-tri-O-acetyl-b-D-glucopyranuronosyl azide",67776-38-9
1318,CO[C@@H]1[C@H]2[C@H](O2)[C@H]3[C@H](O1)COC(O3)C4=CC=CC=C4,MM04020,"Methyl 2,3-anhydro-4,6-O-benzylidene-a-D-allopyranose",3150-15-0
1319,CC(=O)O[C@@H]1C=CO[C@@H]([C@H]1OC(=O)C)C(=O)OC,MM04027,"Methyl 3,4-di-O-acetyl-D-glucuronal",57690-62-7
1320,CO[C@H]1[C@@H]([C@@H]([C@H](O1)CO)O)O,MM04081,Methyl b-D-ribofuranoside,7473-45-2
1321,CC1=CC=C(C=C1)C(=O)OC[C@@H]2[C@H](CC(O2)OC)OC(=O)C3=CC=C(C=C3)C,MM04120,"Methyl 2-deoxy-3,5-di-O-toluoyl-D-ribofuranoside",4330-34-1
1322,CC(=O)N[C@@H]1[C@H](C=C(O[C@H]1[C@@H]([C@@H](COC(=O)C)OC(=O)C)OC(=O)C)C(=O)OC)OC(=O)C,MM04188,"Methyl 5-acetamido-4,7,8,9-tetra-O-acetyl-2,6-anhydro-3,5-dideoxy-D-glycero-D-galacto-non-2-enonate",73960-72-2
1323,C([C@H]([C@H]([C@@H]([C@@H](C=O)N)O)O)O)O,MM04214,D-Mannosamine HCl,5505-63-5
1324,C([C@@H]1[C@H]([C@@H]([C@@H]([C@H](O1)N=[N+]=[N-])O)O)O)O,MM04372,a-D-Mannopyranosyl azide,51970-29-7
1325,COC1=CC=C(C=C1)O[C@H]2[C@@H]([C@H]([C@H]3[C@H](O2)COC(O3)C4=CC=CC=C4)O)N5C(=O)C6=CC=CC=C6C5=O,MM04570,"4-Methoxyphenyl 4,6-O-benzylidene-2-deoxy-2-phthalimido-b-D-glucopyranoside",138906-43-1
1326,CO[C@H]1[C@H]([C@@H]([C@@H](CO1)O)O)O,MM04721,Methyl b-D-arabinopyranoside,5328-63-2
1327,CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@@H]1OC)CO)O)O,MM04776,Methyl 2-acetamido-2-deoxy-a-D-glucopyranoside,4/8/6082
1328,CC1=CC=C(C=C1)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O)O,MM04901,4-Methylphenyl b-D-galactopyranoside,3150-22-9
1329,CN1C[C@@H]([C@H]([C@@H]([C@H]1CO)O)O)O,MM04904,N-Methyldeoxynojirimycin,69567-10-8
1330,COC1C(C(C(C(O1)CO)O)O)N2C(=O)C3=CC=CC=C3C2=O,MM04905,Methyl 2-deoxy-2-phthalimido-b-D-glucopyranoside,76101-14-9
1331,CO[C@@H]1[C@@H]([C@H]([C@H]([C@H](O1)COC(=O)C2=CC=CC=C2)O)OC(=O)C3=CC=CC=C3)OC(=O)C4=CC=CC=C4,MM04918,"Methyl 2,3,6-tri-O-benzoyl-a-D-galactopyranoside",3601-36-3
1332,CO[C@@H]1[C@@H]([C@H]([C@H]([C@H](O1)COCC2=CC=CC=C2)OCC3=CC=CC=C3)OCC4=CC=CC=C4)OCC5=CC=CC=C5,MM04924,"Methyl 2,3,4,6-tetra-O-benzyl-a-D-galactopyranoside",53008-63-2
1333,CC(=O)OC[C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)OC)N2C(=O)C3=CC=CC=C3C2=O)OC(=O)C)OC(=O)C,MM04928,"Methyl 3,4,6-tri-O-acetyl-2-deoxy-2-phthalimido-b-D-glucopyranoside",76101-13-8
1334,COC1C(C(C(C(O1)C(=O)OCC2=CC=CC=C2)OCC3=CC=CC=C3)OCC4=CC=CC=C4)OCC5=CC=CC=C5,MM04936,"Methyl 2,3,4-tri-O-benzyl-α-D-glucuronide benzyl ester",142797-33-9
1335,CO[C@H]1[C@@H]([C@H]([C@@H](C(O1)CO)O)O)O,MM04937,Methyl b-D-mannopyranoside isopropylate,911673-07-9
1336,CC1=CC=C(C=C1)S[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O)O,MM04946,4-Methylphenyl β-D-thiogalactopyranoside,28244-98-6
1337,CO[C@@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)F)O)O,MM04964,Methyl 4-deoxy-4-fluoro-a-D-glucose,56926-53-5
1338,C[C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)OC)O)O)O,MM04982,Methyl 6-deoxy-b-D-glucopyranoside,6340-52-9
1339,C([C@H]([C@H]([C@@H]([C@@H](C=O)O)O)O)O)OP(=O)([O-])[O-],MM05046,D-Mannose-6-phosphate disodium salt hydrate,33068-18-7
1340,C([C@@H]1[C@H]([C@@H]([C@@H]([C@H](O1)OP(=O)(O)[O-])O)O)O)O,MM05051,α-D-Mannose-1-phosphate sodium,99749-54-9
1341,CO[C@@H]1[C@@H]([C@H]([C@H]2[C@H](O1)COC(O2)C3=CC=CC=C3)O)O,MM05176,"Methyl 4,6-O-benzylidene-α-D-glucopyranoside",3162-96-7
1342,C([C@H]([C@H]([C@@H]([C@@H](C(=O)CO)O)O)O)O)O,MM05228,D-Mannoheptulose,3615-44-9
1343,C[C@]1([C@@H]([C@H](OC1=O)CO)O)O,MM05250,"2-C-Methyl-D-ribono-1,4-lactone",492-30-8
1344,CO[C@@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O,MM05301,1-O-Methyl-alpha-D-galactopyranoside,3396-99-4
1345,CO[C@@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O,MM05301,Methyl a-D-galactopyranoside,3396-99-4
1346,CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1OC)CO)O)O,MM05306,Methyl 2-acetamido-2-deoxy-b-D-glucopyranoside,1/8/3946
1347,COC1C[C@@H]([C@H](O1)CO)O,MM05314,Methyl 2-deoxy-D-ribofuranoside,60134-26-1
1348,CO[C@@H]1[C@H]([C@H]([C@@H]([C@H](O1)COCC2=CC=CC=C2)OCC3=CC=CC=C3)OCC4=CC=CC=C4)OCC5=CC=CC=C5,MM05339,"Methyl 2,3,4,6-tetra-O-benzyl-a-D-mannopyranoside",61330-62-9
1349,CC(=O)OC[C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)OC)OC(=O)C)OC(=O)C)OC(=O)C,MM05340,"Methyl 2,3,4,6-tetra-O-acetyl-a-D-glucopyranoside",604-70-6
1350,C[C@H]1[C@H]([C@H](C[C@@H](O1)OC)N)O,MM05343,Methyl a-L-daunosamide HCl,32385-06-1
1351,CO[C@@H]1[C@@H]([C@H]([C@@H](CO1)O)O)O,MM05388,Methyl a-D-xylopyranoside,91-09-8
1352,CS[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)COCC2=CC=CC=C2)OCC3=CC=CC=C3)OCC4=CC=CC=C4)OCC5=CC=CC=C5,MM05400,"Methyl 2,3,4,6-tetra-O-benzyl-b-D-thiogalactopyranoside",97205-08-8
1353,CS(=O)(=O)O[C@H]1[C@@H]([C@H](OC([C@@H]1O)O)CO)O,MM05417,3-O-Methanesulfonyl-D-glucopyranose,40631-95-6
1354,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC)O)O)O,MM05579,Methyl a-L-rhamnopyranoside,14917-55-6
1355,C[C@H]1[C@H]([C@H]([C@@H]([C@H](O1)OC)O)O)O,MM05588,Methyl b-L-fucopyranoside,24332-98-7
1356,CO[C@@H]1[C@@H]([C@H]([C@H](CO1)O)O)O,MM05638,Methyl β-L-arabinopyranoside,1825-00-9
1357,CO[C@@H]1[C@H]([C@H]([C@H]2[C@H](O1)COC(O2)C3=CC=CC=C3)O)O,MM05675,"Methyl 4,6-O-benzylidene-a-D-mannopyranoside",4148-58-7
1358,CO[C@H]1[C@@H]([C@@H]([C@H](O1)COCC2=CC=CC=C2)OCC3=CC=CC=C3)OCC4=CC=CC=C4,MM05732,"Methyl 2,3,5-tri-O-benzyl-b-D-ribofuranoside",55725-85-4
1359,CO[C@H]1[C@@H]([C@H](OC([C@@H]1O)O)CO)O,MM05766,3-O-Methyl-D-glucopyranoside,3370-81-8
1360,COC1[C@@H]([C@H]([C@@H]([C@H](O1)COCC2=CC=CC=C2)OCC3=CC=CC=C3)OCC4=CC=CC=C4)OCC5=CC=CC=C5,MM06071,"Methyl 2,3,4,6-tetra-O-benzyl-D-glucopyranoside",84799-77-9
1361,CO[C@@H]1[C@@H]([C@H]([C@H]2[C@H](O1)COC(O2)C3=CC=CC=C3)OCC4=CC=CC=C4)OCC5=CC=CC=C5,MM06083,"Methyl 4,6-O-benzylidene-2,3-di-O-benzyl-a-D-glucopyranoside",13225-19-9
1362,C[C@H]1[C@@H]([C@H](C[C@@H](O1)OC)N)O,MM06134,Methyl a-L-acosamine,54623-23-3
1363,C([C@@H]1[C@H]([C@@H]([C@@H]([C@H](O1)OP(=O)([O-])[O-])O)O)O)O,MM06146,a-D-Mannose-1-phosphate dipotassium salt,71888-67-0
1364,COC1=CC=C(C=C1)O[C@@H]2[C@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O,MM06218,4-Methoxyphenyl a-D-mannopyranoside,28541-75-5
1365,C[C@H]1[C@@H]([C@@H]2[C@H]([C@@H](O1)OC)OC(O2)(C)C)O,MM06587,"Methyl 2,3-O-isopropylidene-a-L-rhamnopyranoside",14133-63-2
1366,CC(=O)OC[C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)OC2=CC=C(C=C2)OC)N3C(=O)C4=CC=CC=C4C3=O)OC(=O)C)OC(=O)C,MM06595,"4-Methoxyphenyl 3,4,6-tri-O-acetyl-2-deoxy-2-phthalimido-b-D-glucopyranoside",138906-41-9
1367,CO[C@@H]1[C@@H]([C@H]([C@@H]([C@H](O1)COCC2=CC=CC=C2)OCC3=CC=CC=C3)OCC4=CC=CC=C4)OCC5=CC=CC=C5,MM06624,"Methyl 2,3,4,6-tetra-O-benzyl-a-D-glucopyranoside",17791-37-6
1368,CC(=O)N[C@@H]1[C@@H](C[C@@](OC1[C@@H]([C@@H](CO)O)O)(C(=O)O)OC)O,MM06671,N-Acetyl-2-O-methyl-a-D-neuraminic acid,50930-22-8
1369,CO[C@H]1[C@@H]([C@H]([C@@H]2[C@H](O1)COC(O2)C3=CC=CC=C3)O)O,MM06673,"Methyl 4,6-O-benzylidene-b-D-galactopyranoside",6988-39-2
1370,CC(=O)OC[C@@H]1[C@H]([C@@H]([C@@H]([C@@H](O1)OC)N=[N+]=[N-])OC(=O)C)OC(=O)C,MM06677,"Methyl 2-azido-3,4,6-tri-O-acetyl-2-deoxy-b-D-mannopyranoside",97604-59-6
1371,C[C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)OC)O)O)O,MM06682,Methyl a-D-fucopyranoside,1128-40-1
1372,CO[C@H]1[C@@H]([C@@H]([C@@H](CO1)O)O)O,MM06684,Methyl b-D-ribopyranoside,17289-61-1
1373,CO[C@@H]1[C@H]([C@@H]([C@H](O1)COC(=O)C2=CC=CC=C2)OC(=O)C3=CC=CC=C3)OC(=O)C4=CC=CC=C4,MM06686,"Methyl 2,3,5-tri-O-benzoyl-a-D-arabinofuranoside",7473-42-9
1374,C([C@H]([C@H]([C@@H]([C@@H](C=O)O)O)O)O)OP(=O)(O)[O-],MM06705,D-Mannose-6-phosphate sodium salt,70442-25-0
1375,C([C@@H]([C@@H]([C@H]([C@H](CO)O)O)O)O)O,MM06723,L-Mannitol,643-01-6
1376,CO[C@@H]1[C@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O,MM06730,1-O-Methyl-alpha-D-mannopyranoside,617-04-9
1377,CO[C@@H]1[C@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O,MM06730,Methyl a-D-mannopyranoside,617-04-9
1378,CC1=CC=C(C=C1)S(=O)(=O)OC[C@@H]2[C@@H]3[C@H]([C@@H](O2)OC)OC(O3)(C)C,MM06732,"Methyl 2,3-O-isopropylidene-5-O-p-toluenesulfonyl-b-D-ribofuranoside",4137-56-8
1379,CC(=O)N[C@@H]1[C@H]([C@H]([C@H](O[C@@H]1OC)CO)O)O,MM06786,Methyl 2-acetamido-2-deoxy-a-D-galactopyranoside,6082-22-0
1380,CO[C@H]1[C@@H]([C@@H]([C@H](O1)COC(=O)C2=CC=C(C=C2)Cl)OC(=O)C3=CC=C(C=C3)Cl)OC(=O)C4=CC=C(C=C4)Cl,MM06794,"Methyl 2,3,5-tri-O-(p-chlorobenzoyl)-b-D-ribofuranoside",29755-00-8
1381,C[C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)OC)O)O)O,MM06845,Methyl 6-deoxy-a-D-glucopyranoside,5155-43-1
1382,CO[C@@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)OCC2=CC=CC=C2)OCC3=CC=CC=C3)OCC4=CC=CC=C4,MM06962,"Methyl 2,3,4-tri-O-benzyl-a-D-glucopyranoside",53008-65-4
1383,CO[C@@H]1[C@@H]([C@H]([C@@H]([C@H](O1)COC(=O)C2=CC=CC=C2)F)OC(=O)C3=CC=CC=C3)OC(=O)C4=CC=CC=C4,MM06982,"Methyl 2,3,6-tri-O-benzoyl-4-deoxy-4-fluoro-a-D-glucopyranoside",84065-98-5
1384,CC(=O)OC[C@@H]1[C@H]([C@@H]([C@@H]([C@H](O1)OC2=CC=C(C=C2)OC)OC(=O)C)OC(=O)C)OC(=O)C,MM07021,"4-Methoxyphenyl 2,3,4,6-tetra-O-acetyl-a-D-mannopyranoside",17042-40-9
1385,CO[C@@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)OC(=O)C2=CC=CC=C2)OC(=O)C3=CC=CC=C3)OC(=O)C4=CC=CC=C4,MM07023,"Methyl 2,3,6-tri-O-benzoyl-a-D-glucopyranoside",34234-44-1
1386,CNC[C@@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O,MM07027,N-Methyl-D-glucamine,6284-40-8
1387,CNC[C@@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O,MM07028,N-Methyl-D-glucamine HCl,35564-86-4
1388,COC1=CC=C(C=C1)O[C@H]2[C@@H]([C@H]([C@H]3[C@H](O2)COC(O3)C4=CC=CC=C4)OCC5=CC=CC=C5)N6C(=O)C7=CC=CC=C7C6=O,MM07038,"4-Methoxyphenyl 3-O-benzyl-4,6-O-benzylidene-2-deoxy-2-phthalimido-b-D-glucopyranoside",129575-88-8
1389,CC(=O)OC[C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)OC2=CC=C(C=C2)OC)OC(=O)C)OC(=O)C)OC(=O)C,MM07045,"4-Methoxyphenyl 2,3,4,6-tetra-O-acetyl-b-D-galactopyranoside",2872-65-3
1390,COC1=CC=C(C=C1)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)COCC3=CC=CC=C3)OCC4=CC=CC=C4)O)OCC5=CC=CC=C5,MM07046,"4-Methoxyphenyl 2,4,6-tri-O-benzyl-b-D-galactopyranoside",247027-79-8
1391,COC1=CC=C(C=C1)O[C@H]2[C@@H]([C@H]([C@@H]3[C@H](O2)COC(O3)C4=CC=CC=C4)OCC=C)O,MM07050,"4-Methoxyphenyl 3-O-allyl-4,6-O-benzylid",400091-05-6
1392,COC1=CC=C(C=C1)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)OCC=C)O,MM07051,4-Methoxyphenyl 3-O-allyl-b-D-galactopyranoside,144985-19-3
1393,CC1(O[C@@H]2CO[C@H]([C@H]([C@@H]2O1)O)OC)C,MM07131,"Methyl 3,4-O-isopropylidene-b-D-arabinopyranoside",4594-60-9
1394,COC1=CC=C(C=C1)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O,MM07132,4-Methoxyphenyl b-D-glucopyranoside,6032-32-2
1395,CO[C@@H]1[C@@H]([C@H]([C@@H]([C@H](O1)COC(=O)C2=CC=CC=C2)Cl)OC(=O)C3=CC=CC=C3)OC(=O)C4=CC=CC=C4,MM07156,"Methyl 2,3,6-tri-O-benzoyl-4-deoxy-4-chloro-a-D-glucopyranoside",41881-07-6
1396,C(CS)O[C@H]1[C@H](C([C@@H](C(O1)CO)O)O)O,MM07240,2-Thioethyl-b-D-glucopyranoside,130263-77-3
1397,CC1=N[C@@H]2[C@H]([C@@H]([C@H](O[C@@H]2O1)COC(=O)C)OC(=O)C)OC(=O)C,MM07263,"2-Methyl-(3,4,6-tri-O-acetyl-1,2-dideoxy-a-D-glucopyrano)-[2,1-d]-2-oxazoline",35954-65-5
1398,CO[C@H]1[C@H]2[C@@H](COC(O2)C3=CC=CC=C3)O[C@@H]([C@@H]1OC)OC,MM07452,"Methyl 4,6-O-benzylidene-2,3-di-O-methyl-a-D-glucopyranoside",3051-89-6
1399,COC1=CC=C(C=C1)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O)O,MM07501,4-Methoxyphenyl b-D-galactopyranoside,3150-20-7
